article_id,title,user_id
647.0,getting started with apache mahout,313
1163.0,analyze open data sets with spark & pixiedust,256
1368.0,putting a human face on machine learning,1965
680.0,how the circle line rogue train was caught with data,1250
130.0,feature importance and why it's important,456
1423.0,use sql with data in hadoop python,773
1432.0,visualize data with the matplotlib library,1966
1431.0,visualize car data with brunel,1062
440.0,"this week in data science (january 24, 2017)",1967
1304.0,gosales transactions for logistic regression model,1577
1052.0,access db2 warehouse on cloud and db2 with python,295
1016.0,why you should master r (even if it might eventually become obsolete),223
1184.0,"city population by sex, city and city type",249
87.0,"this week in data science (july 26, 2016)",635
681.0,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),72
681.0,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),1340
1431.0,visualize car data with brunel,1401
1176.0,build a python app on the streaming analytics service,1875
1176.0,build a python app on the streaming analytics service,662
33.0,using brunel in ipython/jupyter notebooks,914
221.0,how smart catalogs can turn the big data flood into an ocean of opportunity,395
1293.0,finding optimal locations of new store using decision optimization,203
485.0,a moving average trading strategy,688
1391.0,sudoku,927
369.0,upload data and create data frames in jupyter notebooks,1773
491.0,"this week in data science (may 23, 2017)",438
1429.0,use deep learning for image classification,23
316.0,"leverage python, scikit, and text classification for behavioral profiling",842
1364.0,predicting churn with the spss random tree algorithm,95
1170.0,"apache spark lab, part 1: basic concepts",668
124.0,python machine learning: scikit-learn tutorial,912
1426.0,use spark for scala to load data and run sql queries,125
510.0,"this week in data science (may 30, 2017)",438
491.0,"this week in data science (may 23, 2017)",808
607.0,recommendation system algorithms – stats and bots,511
76.0,"this week in data science (may 2, 2017)",494
465.0,"introduction to neural networks, advantages and applications",734
1172.0,"apache spark lab, part 3: machine learning",23
1364.0,predicting churn with the spss random tree algorithm,242
933.0,workflow in r,794
244.0,notebooks: a power tool for data scientists,90
164.0,learn tensorflow and deep learning together and now!,1466
241.0,i am not a data scientist – ibm watson data lab,203
1044.0,mapping points with folium,807
723.0,10 essential algorithms for machine learning engineers,418
1367.0,programmatic evaluation using watson conversation,536
26.0,using machine learning to predict parking difficulty,1409
237.0,deep learning with data science experience,1963
510.0,"this week in data science (may 30, 2017)",184
821.0,using rstudio in ibm data science experience,922
1436.0,welcome to pixiedust,362
996.0,5 practical use cases of social network analytics: going beyond facebook and twitter,1128
1314.0,healthcare python streaming application demo,1511
110.0,pixiedust: magic for your python notebook,1183
749.0,hurricane how-to,1833
310.0,time series prediction using recurrent neural networks (lstms),203
788.0,quick guide to build a recommendation engine in python,1754
1305.0,gosales transactions for naive bayes model,1353
1025.0,data tidying in data science experience,670
557.0,let's have some fun with nfl data,651
609.0,simple linear regression? do it the bayesian way,774
336.0,challenges in deep learning,727
1394.0,the nurse assignment problem data,1150
1028.0,working with sqlite databases using python and pandas,538
1364.0,predicting churn with the spss random tree algorithm,98
1171.0,"apache spark lab, part 2: querying data",1684
766.0,making data science a team sport,750
1354.0,movie recommender system with spark machine learning,186
252.0,web picks (week of 4 september 2017),9
1332.0,intents & examples for ibm watson conversation,1122
1429.0,use deep learning for image classification,21
645.0,how to perform a logistic regression in r,144
1053.0,access mysql with python,1968
1053.0,access mysql with python,907
241.0,i am not a data scientist – ibm watson data lab,1117
723.0,10 essential algorithms for machine learning engineers,891
1181.0,car performance data,670
1432.0,visualize data with the matplotlib library,1929
1338.0,ml optimization using cognitive assistant,1969
1360.0,pixieapp for outlier detection,98
651.0,analyzing streaming data from kafka topics,723
1398.0,total population by country,745
1431.0,visualize car data with brunel,651
1393.0,the nurse assignment problem,88
1391.0,sudoku,1370
1305.0,gosales transactions for naive bayes model,938
1162.0,analyze energy consumption in buildings,1673
645.0,how to perform a logistic regression in r,681
1305.0,gosales transactions for naive bayes model,204
1354.0,movie recommender system with spark machine learning,521
98.0,how to map usa rivers using ggplot2,235
1047.0,a comparison of logistic regression and naive bayes ,1783
1163.0,analyze open data sets with spark & pixiedust,1970
1330.0,insights from new york car accident reports,1331
1281.0,electric power consumption (kwh per capita) by country,789
224.0,"using apply, sapply, lapply in r",538
1351.0,model bike sharing data with spss,131
1314.0,healthcare python streaming application demo,246
130.0,feature importance and why it's important,665
681.0,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),706
43.0,deep learning with tensorflow course by big data university,203
1430.0,"using pixiedust for fast, flexible, and easier data analysis and experimentation",1600
1422.0,use r dataframes & ibm watson natural language understanding,262
268.0,sector correlations shiny app,1451
1364.0,predicting churn with the spss random tree algorithm,763
593.0,upload files to ibm data science experience using the command line,982
1416.0,united states demographic measures: population and age,676
1429.0,use deep learning for image classification,649
43.0,deep learning with tensorflow course by big data university,1264
20.0,working interactively with rstudio and notebooks in dsx,912
164.0,learn tensorflow and deep learning together and now!,1076
1314.0,healthcare python streaming application demo,765
1431.0,visualize car data with brunel,235
962.0,data visualization with r: scrum metrics,1232
1170.0,"apache spark lab, part 1: basic concepts",395
681.0,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),896
237.0,deep learning with data science experience,1963
1047.0,a comparison of logistic regression and naive bayes ,456
795.0,"7292    a dramatic tour through python’s data visualiz...
Name: title, dtype: object",1562
1172.0,"apache spark lab, part 3: machine learning",669
1276.0,deploy your python model as a restful api,450
1047.0,a comparison of logistic regression and naive bayes ,1285
1330.0,insights from new york car accident reports,1026
996.0,5 practical use cases of social network analytics: going beyond facebook and twitter,1944
2.0,"this week in data science (april 18, 2017)",895
1330.0,insights from new york car accident reports,696
1332.0,intents & examples for ibm watson conversation,1707
559.0,"this week in data science (april 4, 2017)",1874
1330.0,insights from new york car accident reports,854
1330.0,insights from new york car accident reports,858
1324.0,ibm watson facebook posts for 2015,98
1147.0,airbnb data for analytics: vancouver calendar,765
1274.0,data model with streaming analytics and python,860
1398.0,total population by country,691
1145.0,airbnb data for analytics: trentino listings,1038
1170.0,"apache spark lab, part 1: basic concepts",170
60.0,readr 1.0.0,1351
1400.0,uci ml repository: chronic kidney disease data set,942
723.0,10 essential algorithms for machine learning engineers,1626
1164.0,analyze open data sets with pandas dataframes,321
1351.0,model bike sharing data with spss,1059
379.0,data structures related to machine learning algorithms,703
1305.0,gosales transactions for naive bayes model,786
1014.0,"1448    i ranked every intro to data science course on...
Name: title, dtype: object",772
617.0,pixiedust gets its first community-driven feature in 1.0.4,420
465.0,"introduction to neural networks, advantages and applications",1037
470.0,what’s new in the streaming analytics service on bluemix,208
1364.0,predicting churn with the spss random tree algorithm,23
795.0,"7292    a dramatic tour through python’s data visualiz...
Name: title, dtype: object",1653
1424.0,use spark for python to load data and run sql queries,1350
1158.0,airbnb data for analytics: washington d.c. reviews,652
1330.0,insights from new york car accident reports,188
1416.0,united states demographic measures: population and age,652
244.0,notebooks: a power tool for data scientists,887
1394.0,the nurse assignment problem data,230
1016.0,why you should master r (even if it might eventually become obsolete),773
1025.0,data tidying in data science experience,828
1047.0,a comparison of logistic regression and naive bayes ,1002
943.0,discover hidden facebook usage insights,941
409.0,using github for project control in dsx,249
1017.0,the pandas data analysis library,831
109.0,tensorflow quick tips,807
1305.0,gosales transactions for naive bayes model,343
1394.0,the nurse assignment problem data,1418
43.0,deep learning with tensorflow course by big data university,383
1176.0,build a python app on the streaming analytics service,131
1330.0,insights from new york car accident reports,1247
1429.0,use deep learning for image classification,1405
491.0,"this week in data science (may 23, 2017)",1971
1336.0,learn basics about notebooks and apache spark,199
933.0,workflow in r,694
1293.0,finding optimal locations of new store using decision optimization,1655
1017.0,the pandas data analysis library,1972
1165.0,analyze precipitation data,1311
600.0,access ibm analytics for apache spark from rstudio,618
1305.0,gosales transactions for naive bayes model,58
1354.0,movie recommender system with spark machine learning,1973
1314.0,healthcare python streaming application demo,242
39.0,pulling and displaying etf data,1152
151.0,jupyter notebook tutorial,204
1168.0,annual % population growth by country,131
1170.0,"apache spark lab, part 1: basic concepts",52
1053.0,access mysql with python,1486
1293.0,finding optimal locations of new store using decision optimization,986
617.0,pixiedust gets its first community-driven feature in 1.0.4,186
1395.0,the unit commitment problem,203
1343.0,maximize oil company profits,1068
1055.0,access postgresql with python,1034
101.0,how to choose a project to practice data science,291
951.0,shiny 0.12: interactive plots with ggplot2,371
1436.0,welcome to pixiedust,268
213.0,modeling energy usage in new york city,344
1184.0,"city population by sex, city and city type",315
33.0,using brunel in ipython/jupyter notebooks,27
933.0,workflow in r,687
1364.0,predicting churn with the spss random tree algorithm,762
1047.0,a comparison of logistic regression and naive bayes ,694
336.0,challenges in deep learning,1974
510.0,"this week in data science (may 30, 2017)",4
12.0,timeseries data analysis of iot events by using jupyter notebook,1056
33.0,using brunel in ipython/jupyter notebooks,1447
1164.0,analyze open data sets with pandas dataframes,907
1330.0,insights from new york car accident reports,261
43.0,deep learning with tensorflow course by big data university,1513
825.0,what is smote in an imbalanced class setting (e.g. fraud detection)?,1096
1176.0,build a python app on the streaming analytics service,403
585.0,tidyverse practice: mapping large european cities,1325
969.0,flightpredict ii: the sequel  – ibm watson data lab,1033
1060.0,airbnb data for analytics: amsterdam listings,1234
1431.0,visualize car data with brunel,714
1351.0,model bike sharing data with spss,745
1405.0,uci: heart disease - cleveland,383
164.0,learn tensorflow and deep learning together and now!,500
237.0,deep learning with data science experience,619
1185.0,classify tumors with machine learning,1162
448.0,"this week in data science (april 11, 2017)",750
898.0,neural language modeling from scratch (part 1),49
151.0,jupyter notebook tutorial,719
1185.0,classify tumors with machine learning,1769
1416.0,united states demographic measures: population and age,1393
1391.0,sudoku,71
1391.0,sudoku,365
1293.0,finding optimal locations of new store using decision optimization,241
241.0,i am not a data scientist – ibm watson data lab,1117
1165.0,analyze precipitation data,1062
1350.0,model a golomb ruler,688
409.0,using github for project control in dsx,1096
20.0,working interactively with rstudio and notebooks in dsx,1245
1393.0,the nurse assignment problem,267
1282.0,employed population by occupation and age,1975
1314.0,healthcare python streaming application demo,195
764.0,tidy data in python,321
1398.0,total population by country,1976
1171.0,"apache spark lab, part 2: querying data",988
43.0,deep learning with tensorflow course by big data university,656
1393.0,the nurse assignment problem,1182
975.0,the data science process,1669
164.0,learn tensorflow and deep learning together and now!,195
1432.0,visualize data with the matplotlib library,1114
349.0,ibm data science experience white paper - sparkr transforming r into a tool for big data analytics,207
241.0,i am not a data scientist – ibm watson data lab,912
524.0,data science platforms are on the rise and ibm is leading the way,1059
788.0,quick guide to build a recommendation engine in python,35
14.0,got zip code data? prep it for analytics. – ibm watson data lab – medium,131
730.0,developing for the ibm streaming analytics service,69
138.0,best packages for data manipulation in r,642
833.0,machine learning and the science of choosing,751
1050.0,"jupyter notebooks with scala, python, or r kernels",1101
1185.0,classify tumors with machine learning,1493
108.0,"520    using notebooks with pixiedust for fast, flexi...
Name: title, dtype: object",700
1176.0,build a python app on the streaming analytics service,1033
1119.0,airbnb data for analytics: oakland reviews,1783
108.0,"520    using notebooks with pixiedust for fast, flexi...
Name: title, dtype: object",135
1343.0,maximize oil company profits,115
210.0,"this week in data science (february 14, 2017)",1644
1416.0,united states demographic measures: population and age,816
1164.0,analyze open data sets with pandas dataframes,23
1282.0,employed population by occupation and age,1698
887.0,"502    forgetting the past to learn the future: long ...
Name: title, dtype: object",638
1398.0,total population by country,478
1330.0,insights from new york car accident reports,651
189.0,common excel tasks demonstrated in pandas,820
1282.0,employed population by occupation and age,471
366.0,clustering: a guide for the perplexed,715
314.0,some random weekend reading,1750
1055.0,access postgresql with python,639
124.0,python machine learning: scikit-learn tutorial,778
1149.0,airbnb data for analytics: vancouver reviews,271
1172.0,"apache spark lab, part 3: machine learning",744
1314.0,healthcare python streaming application demo,783
1351.0,model bike sharing data with spss,135
1391.0,sudoku,661
202.0,analyze open data sets using pandas in a python notebook,345
151.0,jupyter notebook tutorial,820
844.0,use the cloudant-spark connector in python notebook,619
1429.0,use deep learning for image classification,750
1426.0,use spark for scala to load data and run sql queries,70
1351.0,model bike sharing data with spss,1698
221.0,how smart catalogs can turn the big data flood into an ocean of opportunity,542
1165.0,analyze precipitation data,56
882.0,blogging with brunel,987
1164.0,analyze open data sets with pandas dataframes,726
1281.0,electric power consumption (kwh per capita) by country,438
1330.0,insights from new york car accident reports,231
1429.0,use deep learning for image classification,354
1424.0,use spark for python to load data and run sql queries,268
1014.0,"1448    i ranked every intro to data science course on...
Name: title, dtype: object",413
1186.0,connect to db2 warehouse on cloud and db2 using scala,996
76.0,"this week in data science (may 2, 2017)",208
329.0,introduction to market basket analysis in python,665
760.0,"seti data, publicly available, from ibm",1505
1431.0,visualize car data with brunel,988
1143.0,airbnb data for analytics: toronto reviews,902
1165.0,analyze precipitation data,675
1305.0,gosales transactions for naive bayes model,409
409.0,using github for project control in dsx,810
477.0,markdown for jupyter notebooks cheatsheet,347
101.0,how to choose a project to practice data science,457
833.0,machine learning and the science of choosing,88
164.0,learn tensorflow and deep learning together and now!,195
1398.0,total population by country,1977
825.0,what is smote in an imbalanced class setting (e.g. fraud detection)?,1317
1442.0,worldwide county and region - national accounts - gross national income 1948-2010,958
195.0,"artificial intelligence, ethically speaking – inside machine learning – medium",290
1431.0,visualize car data with brunel,223
965.0,data visualization playbook: revisiting the basics,1491
1354.0,movie recommender system with spark machine learning,534
969.0,flightpredict ii: the sequel  – ibm watson data lab,184
18.0,the greatest public datasets for ai – startup grind,985
1162.0,analyze energy consumption in buildings,944
369.0,upload data and create data frames in jupyter notebooks,950
865.0,analyze traffic data from the city of san francisco,1063
1318.0,household consumption expenditure,371
43.0,deep learning with tensorflow course by big data university,1162
968.0,shiny 0.13.0,87
600.0,access ibm analytics for apache spark from rstudio,926
600.0,access ibm analytics for apache spark from rstudio,822
336.0,challenges in deep learning,663
510.0,"this week in data science (may 30, 2017)",1513
1054.0,access mysql with r,1061
1398.0,total population by country,1026
1171.0,"apache spark lab, part 2: querying data",23
1431.0,visualize car data with brunel,1500
1276.0,deploy your python model as a restful api,170
1398.0,total population by country,1021
1314.0,healthcare python streaming application demo,658
43.0,deep learning with tensorflow course by big data university,23
239.0,getting started with graphframes in apache spark™,822
1171.0,"apache spark lab, part 2: querying data",1058
1293.0,finding optimal locations of new store using decision optimization,131
729.0,pixiedust 1.0 is here! – ibm watson data lab,23
1050.0,"jupyter notebooks with scala, python, or r kernels",288
1176.0,build a python app on the streaming analytics service,351
1274.0,data model with streaming analytics and python,783
349.0,ibm data science experience white paper - sparkr transforming r into a tool for big data analytics,897
1160.0,analyze accident reports on amazon emr spark,1978
1330.0,insights from new york car accident reports,689
1052.0,access db2 warehouse on cloud and db2 with python,186
862.0,time series analysis using max/min and neuroscience,226
1393.0,the nurse assignment problem,1443
1364.0,predicting churn with the spss random tree algorithm,698
933.0,workflow in r,1979
1305.0,gosales transactions for naive bayes model,938
125.0,statistics for hackers,1415
1304.0,gosales transactions for logistic regression model,1144
1048.0,"1357    what i learned implementing a classifier from ...
Name: title, dtype: object",1478
210.0,"this week in data science (february 14, 2017)",1139
1354.0,movie recommender system with spark machine learning,1980
1293.0,finding optimal locations of new store using decision optimization,273
1431.0,visualize car data with brunel,693
744.0,spark-based machine learning tools for capturing word meanings,1981
1431.0,visualize car data with brunel,334
120.0,a dynamic duo – inside machine learning – medium,912
821.0,using rstudio in ibm data science experience,181
1305.0,gosales transactions for naive bayes model,58
1305.0,gosales transactions for naive bayes model,22
26.0,using machine learning to predict parking difficulty,656
1057.0,"adolescent fertility rate (births per 1,000 women ages 15-19), worldwide",693
1429.0,use deep learning for image classification,52
1429.0,use deep learning for image classification,650
1296.0,fortune 100 companies,170
64.0,predicting gentrification using longitudinal census data,434
865.0,analyze traffic data from the city of san francisco,659
857.0,r markdown reference guide,204
348.0,"this week in data science (april 25, 2017)",1325
295.0,awesome deep learning papers,287
508.0,data science in the cloud,371
1172.0,"apache spark lab, part 3: machine learning",262
1330.0,insights from new york car accident reports,261
1436.0,welcome to pixiedust,58
43.0,deep learning with tensorflow course by big data university,1014
1426.0,use spark for scala to load data and run sql queries,149
1170.0,"apache spark lab, part 1: basic concepts",223
1432.0,visualize data with the matplotlib library,733
729.0,pixiedust 1.0 is here! – ibm watson data lab,445
1018.0,7 types of job profiles that makes you a data scientist,927
729.0,pixiedust 1.0 is here! – ibm watson data lab,131
1354.0,movie recommender system with spark machine learning,242
1398.0,total population by country,1114
1398.0,total population by country,942
1282.0,employed population by occupation and age,978
1393.0,the nurse assignment problem,1681
98.0,how to map usa rivers using ggplot2,1760
729.0,pixiedust 1.0 is here! – ibm watson data lab,637
542.0,getting started with python,295
151.0,jupyter notebook tutorial,621
131.0,simple graphing with ipython and pandas,1184
26.0,using machine learning to predict parking difficulty,1903
1048.0,"1357    what i learned implementing a classifier from ...
Name: title, dtype: object",765
109.0,tensorflow quick tips,706
1367.0,programmatic evaluation using watson conversation,110
1354.0,movie recommender system with spark machine learning,404
1424.0,use spark for python to load data and run sql queries,1982
18.0,the greatest public datasets for ai – startup grind,535
1263.0,country statistics: unemployment rate,568
1330.0,insights from new york car accident reports,988
1431.0,visualize car data with brunel,798
78.0,"this week in data science (may 16, 2017)",1618
1431.0,visualize car data with brunel,214
1172.0,"apache spark lab, part 3: machine learning",600
861.0,cleaning the swamp: turn your data lake into a source of crystal-clear insight,1983
1324.0,ibm watson facebook posts for 2015,1461
462.0,i'd rather predict basketball games than elections: elastic nba rankings,1984
1330.0,insights from new york car accident reports,751
1395.0,the unit commitment problem,1021
1436.0,welcome to pixiedust,211
1184.0,"city population by sex, city and city type",1455
1025.0,data tidying in data science experience,114
1172.0,"apache spark lab, part 3: machine learning",1433
57.0,transfer learning for flight delay prediction via variational autoencoders,1985
120.0,a dynamic duo – inside machine learning – medium,703
1304.0,gosales transactions for logistic regression model,1543
1332.0,intents & examples for ibm watson conversation,68
508.0,data science in the cloud,195
120.0,a dynamic duo – inside machine learning – medium,1134
51.0,modern machine learning algorithms,98
1351.0,model bike sharing data with spss,456
1305.0,gosales transactions for naive bayes model,667
1338.0,ml optimization using cognitive assistant,313
1048.0,"1357    what i learned implementing a classifier from ...
Name: title, dtype: object",319
1354.0,movie recommender system with spark machine learning,639
658.0,automating web analytics through python,23
40.0,ensemble learning to improve machine learning results,763
1395.0,the unit commitment problem,66
1431.0,visualize car data with brunel,656
1314.0,healthcare python streaming application demo,1058
1434.0,wages,1524
151.0,jupyter notebook tutorial,1986
120.0,a dynamic duo – inside machine learning – medium,703
125.0,statistics for hackers,1261
1160.0,analyze accident reports on amazon emr spark,887
1394.0,the nurse assignment problem data,85
241.0,i am not a data scientist – ibm watson data lab,810
1176.0,build a python app on the streaming analytics service,383
260.0,the machine learning database,426
1014.0,"1448    i ranked every intro to data science course on...
Name: title, dtype: object",1604
1174.0,breast cancer wisconsin (diagnostic) data set,163
411.0,0 to life-changing app: new apache systemml api on spark shell,297
1324.0,ibm watson facebook posts for 2015,536
1436.0,welcome to pixiedust,536
194.0,data science for real-time streaming analytics,656
729.0,pixiedust 1.0 is here! – ibm watson data lab,822
1282.0,employed population by occupation and age,1047
138.0,best packages for data manipulation in r,1262
1405.0,uci: heart disease - cleveland,85
1053.0,access mysql with python,1987
1185.0,classify tumors with machine learning,21
1416.0,united states demographic measures: population and age,980
1170.0,"apache spark lab, part 1: basic concepts",1633
990.0,"this week in data science (january 10, 2017)",924
729.0,pixiedust 1.0 is here! – ibm watson data lab,832
1393.0,the nurse assignment problem,1004
136.0,"this week in data science (february 7, 2017)",798
1338.0,ml optimization using cognitive assistant,131
1170.0,"apache spark lab, part 1: basic concepts",1247
1429.0,use deep learning for image classification,1061
1014.0,"1448    i ranked every intro to data science course on...
Name: title, dtype: object",774
1368.0,putting a human face on machine learning,263
409.0,using github for project control in dsx,1353
761.0,"variational auto-encoder for ""frey faces"" using keras",1071
20.0,working interactively with rstudio and notebooks in dsx,359
98.0,how to map usa rivers using ggplot2,1127
1354.0,movie recommender system with spark machine learning,273
1343.0,maximize oil company profits,510
1025.0,data tidying in data science experience,1908
622.0,htmlwidgets: javascript data visualization for r,696
1429.0,use deep learning for image classification,591
120.0,a dynamic duo – inside machine learning – medium,1915
28.0,deep forest: towards an alternative to deep neural networks,707
29.0,experience iot with coursera,469
1426.0,use spark for scala to load data and run sql queries,434
151.0,jupyter notebook tutorial,1549
1314.0,healthcare python streaming application demo,1299
260.0,the machine learning database,1437
510.0,"this week in data science (may 30, 2017)",646
1429.0,use deep learning for image classification,1988
1429.0,use deep learning for image classification,87
65.0,interconnect with us,1247
158.0,d3heatmap: interactive heat maps,1289
1276.0,deploy your python model as a restful api,644
729.0,pixiedust 1.0 is here! – ibm watson data lab,798
744.0,spark-based machine learning tools for capturing word meanings,656
415.0,using machine learning to predict value of homes on airbnb,886
1336.0,learn basics about notebooks and apache spark,1989
645.0,how to perform a logistic regression in r,98
1305.0,gosales transactions for naive bayes model,305
422.0,brunel 2.0 preview,87
1420.0,use apache systemml and spark for machine learning,621
645.0,how to perform a logistic regression in r,715
124.0,python machine learning: scikit-learn tutorial,760
1304.0,gosales transactions for logistic regression model,705
51.0,modern machine learning algorithms,844
1172.0,"apache spark lab, part 3: machine learning",52
1338.0,ml optimization using cognitive assistant,518
1162.0,analyze energy consumption in buildings,28
51.0,modern machine learning algorithms,917
78.0,"this week in data science (may 16, 2017)",784
1423.0,use sql with data in hadoop python,55
336.0,challenges in deep learning,511
124.0,python machine learning: scikit-learn tutorial,313
1436.0,welcome to pixiedust,535
151.0,jupyter notebook tutorial,1990
1343.0,maximize oil company profits,1443
1343.0,maximize oil company profits,1487
43.0,deep learning with tensorflow course by big data university,125
98.0,how to map usa rivers using ggplot2,858
1296.0,fortune 100 companies,1991
1174.0,breast cancer wisconsin (diagnostic) data set,1219
151.0,jupyter notebook tutorial,1673
1424.0,use spark for python to load data and run sql queries,1272
943.0,discover hidden facebook usage insights,1115
64.0,predicting gentrification using longitudinal census data,1121
409.0,using github for project control in dsx,1484
1351.0,model bike sharing data with spss,619
1162.0,analyze energy consumption in buildings,1395
1138.0,airbnb data for analytics: sydney calendar,1386
617.0,pixiedust gets its first community-driven feature in 1.0.4,924
120.0,a dynamic duo – inside machine learning – medium,98
684.0,flexdashboard: interactive dashboards for r,129
415.0,using machine learning to predict value of homes on airbnb,518
1393.0,the nurse assignment problem,267
600.0,access ibm analytics for apache spark from rstudio,249
1164.0,analyze open data sets with pandas dataframes,15
383.0,an interview with pythonista katharine jarmul,60
1176.0,build a python app on the streaming analytics service,711
1351.0,model bike sharing data with spss,1386
1170.0,"apache spark lab, part 1: basic concepts",1718
1330.0,insights from new york car accident reports,1045
151.0,jupyter notebook tutorial,884
1044.0,mapping points with folium,926
1436.0,welcome to pixiedust,807
1174.0,breast cancer wisconsin (diagnostic) data set,1722
1305.0,gosales transactions for naive bayes model,121
1170.0,"apache spark lab, part 1: basic concepts",422
1172.0,"apache spark lab, part 3: machine learning",170
16.0,higher-order logistic regression for large datasets,1019
1170.0,"apache spark lab, part 1: basic concepts",1101
125.0,statistics for hackers,1544
20.0,working interactively with rstudio and notebooks in dsx,103
1431.0,visualize car data with brunel,294
1330.0,insights from new york car accident reports,925
1000.0,recommender systems: approaches & algorithms,1818
1330.0,insights from new york car accident reports,1635
240.0,spark 1.4 for rstudio,1384
1296.0,fortune 100 companies,1038
1360.0,pixieapp for outlier detection,203
448.0,"this week in data science (april 11, 2017)",750
284.0,apache spark 2.0: machine learning. under the hood and over the rainbow.,669
1174.0,breast cancer wisconsin (diagnostic) data set,1915
1296.0,fortune 100 companies,923
1052.0,access db2 warehouse on cloud and db2 with python,60
1429.0,use deep learning for image classification,98
57.0,transfer learning for flight delay prediction via variational autoencoders,1992
1169.0,annual precipitation by country 1990-2009,1249
422.0,brunel 2.0 preview,833
116.0,practical tutorial on random forest and parameter tuning in r,912
1330.0,insights from new york car accident reports,262
1393.0,the nurse assignment problem,315
43.0,deep learning with tensorflow course by big data university,703
1160.0,analyze accident reports on amazon emr spark,798
1314.0,healthcare python streaming application demo,1033
369.0,upload data and create data frames in jupyter notebooks,1715
98.0,how to map usa rivers using ggplot2,1059
1354.0,movie recommender system with spark machine learning,168
184.0,improving the roi of big data and analytics through leveraging new sources of data,665
353.0,sparklyr — r interface for apache spark,1079
996.0,5 practical use cases of social network analytics: going beyond facebook and twitter,49
252.0,web picks (week of 4 september 2017),23
1429.0,use deep learning for image classification,297
369.0,upload data and create data frames in jupyter notebooks,1401
525.0,new shiny cheat sheet and video tutorial,669
50.0,graph-based machine learning,260
593.0,upload files to ibm data science experience using the command line,184
1429.0,use deep learning for image classification,670
1044.0,mapping points with folium,1150
463.0,what is spark?,1370
1274.0,data model with streaming analytics and python,696
202.0,analyze open data sets using pandas in a python notebook,950
647.0,getting started with apache mahout,100
1393.0,the nurse assignment problem,1993
1364.0,predicting churn with the spss random tree algorithm,696
1354.0,movie recommender system with spark machine learning,684
1282.0,employed population by occupation and age,1480
57.0,transfer learning for flight delay prediction via variational autoencoders,60
1296.0,fortune 100 companies,256
1276.0,deploy your python model as a restful api,434
116.0,practical tutorial on random forest and parameter tuning in r,98
1332.0,intents & examples for ibm watson conversation,252
542.0,getting started with python,890
1429.0,use deep learning for image classification,670
1305.0,gosales transactions for naive bayes model,149
878.0,10 data science podcasts you need to be listening to right now,1994
1432.0,visualize data with the matplotlib library,894
1364.0,predicting churn with the spss random tree algorithm,149
542.0,getting started with python,1792
20.0,working interactively with rstudio and notebooks in dsx,1282
1336.0,learn basics about notebooks and apache spark,668
1400.0,uci ml repository: chronic kidney disease data set,38
1181.0,car performance data,1076
1429.0,use deep learning for image classification,1479
89.0,top 20 r machine learning and data science packages,1995
1354.0,movie recommender system with spark machine learning,646
1025.0,data tidying in data science experience,1213
1431.0,visualize car data with brunel,434
1232.0,country statistics: life expectancy at birth,938
651.0,analyzing streaming data from kafka topics,1298
1053.0,access mysql with python,1048
1164.0,analyze open data sets with pandas dataframes,310
1398.0,total population by country,242
846.0,pearson correlation aggregation on sparksql,490
1330.0,insights from new york car accident reports,103
933.0,workflow in r,203
193.0,spark 2.1 and job monitoring available in dsx,582
1282.0,employed population by occupation and age,1674
131.0,simple graphing with ipython and pandas,404
1296.0,fortune 100 companies,1507
508.0,data science in the cloud,960
1282.0,employed population by occupation and age,64
1263.0,country statistics: unemployment rate,1996
684.0,flexdashboard: interactive dashboards for r,1250
237.0,deep learning with data science experience,454
795.0,"7292    a dramatic tour through python’s data visualiz...
Name: title, dtype: object",668
1018.0,7 types of job profiles that makes you a data scientist,1651
1172.0,"apache spark lab, part 3: machine learning",1197
1186.0,connect to db2 warehouse on cloud and db2 using scala,1744
617.0,pixiedust gets its first community-driven feature in 1.0.4,21
1174.0,breast cancer wisconsin (diagnostic) data set,1997
1164.0,analyze open data sets with pandas dataframes,1083
1282.0,employed population by occupation and age,939
1409.0,uci: red wine quality,1520
1170.0,"apache spark lab, part 1: basic concepts",745
369.0,upload data and create data frames in jupyter notebooks,912
1291.0,fertility rate by country in total births per woman,23
43.0,deep learning with tensorflow course by big data university,1389
1296.0,fortune 100 companies,671
723.0,10 essential algorithms for machine learning engineers,262
57.0,transfer learning for flight delay prediction via variational autoencoders,1139
1393.0,the nurse assignment problem,195
1364.0,predicting churn with the spss random tree algorithm,1671
600.0,access ibm analytics for apache spark from rstudio,773
846.0,pearson correlation aggregation on sparksql,1317
812.0,"machine learning exercises in python, part 1",992
1351.0,model bike sharing data with spss,131
1293.0,finding optimal locations of new store using decision optimization,23
124.0,python machine learning: scikit-learn tutorial,488
1305.0,gosales transactions for naive bayes model,1409
103.0,how to scale your analytics using r,669
1054.0,access mysql with r,1354
1324.0,ibm watson facebook posts for 2015,90
1432.0,visualize data with the matplotlib library,217
14.0,got zip code data? prep it for analytics. – ibm watson data lab – medium,38
1048.0,"1357    what i learned implementing a classifier from ...
Name: title, dtype: object",69
464.0,use ibm data science experience to detect time series anomalies,204
1296.0,fortune 100 companies,1571
